;Ov_coeff;Ov_ic;D_competitor;S_competitor;D_family;S_family;D_genus;S_genus;p_distance;mass_ratio;D_mass;S_mass;D_diet;S_diet;diet_dist;Lon;Lat;Lat_abs;Continent;Country;Locality;Label;Samp_dur;N_statioins;Effort;Avg_dist;S_area
1035;0.83;0.76-0.90;Civettictis civetta;Canis mesomelas;Viverridae;Canidae;Civettictis;Canis;0.184929435;0.505074148;13666.67;8247.3;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1036;0.88;0.84-0.95;Crocuta crocuta;Canis mesomelas;Hyaenidae;Canidae;Crocuta;Canis;0.19965732;2.033248852;63000;8247.3;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1037;0.8;0.71-0.91;Mellivora capensis;Canis mesomelas;Mustelidae;Canidae;Mellivora;Canis;0.20852031;0.192699219;10000;8247.3;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1038;0.73;0.59-0.89;Panthera leo;Canis mesomelas;Felidae;Canidae;Panthera;Canis;0.19044582;2.894476218;149061.965;8247.3;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1039;0.82;0.74-0.88;Panthera pardus;Canis mesomelas;Felidae;Canidae;Panthera;Canis;0.190647385;1.861820039;53074.995;8247.3;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1040;0.84;0.79-0.91;Parahyaena brunnea;Canis mesomelas;Hyaenidae;Canidae;Parahyaena;Canis;0.19586053;1.650800854;42977.93;8247.3;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1041;0.82;0.77-0.87;Crocuta crocuta;Civettictis civetta;Hyaenidae;Viverridae;Crocuta;Civettictis;0.16066847;1.528174704;63000;13666.67;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1042;0.64;0.47-0.79;Panthera leo;Civettictis civetta;Felidae;Viverridae;Panthera;Civettictis;0.145851313;2.38940207;149061.965;13666.67;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1043;0.69;0.60-0.72;Panthera pardus;Civettictis civetta;Felidae;Viverridae;Panthera;Civettictis;0.147265595;1.356745891;53074.995;13666.67;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1044;0.83;0.78-0.87;Parahyaena brunnea;Civettictis civetta;Hyaenidae;Viverridae;Parahyaena;Civettictis;0.157295755;1.145726706;42977.93;13666.67;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1045;0.87;0.85-1;Crocuta crocuta;Felis silvestris;Hyaenidae;Felidae;Crocuta;Felis;0.16041496;2.526415388;63000;5036.54;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1046;0.83;0.76-0.89;Crocuta crocuta;Genetta genetta;Hyaenidae;Viverridae;Crocuta;Genetta;0.16250154;3.518978632;63000;1866.67;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1047;0.73;0.65-0.94;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1048;0.83;0.78-0.96;Canis mesomelas;Felis silvestris;Canidae;Felidae;Canis;Felis;0.18434609;0.493166536;8247.3;5036.54;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1049;0.83;0.75-0.95;Civettictis civetta;Felis silvestris;Viverridae;Felidae;Civettictis;Felis;0.14065018;0.998240684;13666.67;5036.54;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1050;0.77;0.69-0.90;Mellivora capensis;Felis silvestris;Mustelidae;Felidae;Mellivora;Felis;0.20194131;0.685865755;10000;5036.54;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1051;0.74;0.61-0.91;Panthera leo;Felis silvestris;Felidae;Felidae;Panthera;Felis;0.109854295;3.387642754;149061.965;5036.54;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1052;0.75;0.70-0.87;Panthera pardus;Felis silvestris;Felidae;Felidae;Panthera;Felis;0.108953245;2.354986575;53074.995;5036.54;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1053;0.86;0.82-0.98;Parahyaena brunnea;Felis silvestris;Hyaenidae;Felidae;Parahyaena;Felis;0.15482192;2.14396739;42977.93;5036.54;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1054;0.82;0.74-0.89;Canis mesomelas;Genetta genetta;Canidae;Viverridae;Canis;Genetta;0.19103561;1.485729779;8247.3;1866.67;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1055;0.91;0.88-1;Civettictis civetta;Genetta genetta;Viverridae;Viverridae;Civettictis;Genetta;0.123709355;1.990803927;13666.67;1866.67;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1056;0.8;0.71-0.95;Felis silvestris;Genetta genetta;Felidae;Viverridae;Felis;Genetta;0.14605559;0.992563244;5036.54;1866.67;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1057;0.67;0.49-0.73;Mellivora capensis;Genetta genetta;Mustelidae;Viverridae;Mellivora;Genetta;0.20186898;1.678428998;10000;1866.67;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1058;0.79;0.71-0.95;Otocyon megalotis;Genetta genetta;Canidae;Viverridae;Otocyon;Genetta;0.18834469;0.798952239;4150;1866.67;Omnivore;Carnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1059;0.66;0.49-0.81;Panthera leo;Genetta genetta;Felidae;Viverridae;Panthera;Genetta;0.15061476;4.380205997;149061.965;1866.67;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1060;0.68;0.57-0.72;Panthera pardus;Genetta genetta;Felidae;Viverridae;Panthera;Genetta;0.149909585;3.347549819;53074.995;1866.67;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1061;0.82;0.74-0.88;Parahyaena brunnea;Genetta genetta;Hyaenidae;Viverridae;Parahyaena;Genetta;0.16047595;3.136530633;42977.93;1866.67;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1062;0.81;0.78-0.94;Crocuta crocuta;Mellivora capensis;Hyaenidae;Mustelidae;Crocuta;Mellivora;0.20772958;1.840549633;63000;10000;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1063;0.8;0.68-0.93;Crocuta crocuta;Otocyon megalotis;Hyaenidae;Canidae;Crocuta;Otocyon;0.19576047;2.720026392;63000;4150;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1064;0.68;0.57-0.77;Civettictis civetta;Mellivora capensis;Viverridae;Mustelidae;Civettictis;Mellivora;0.200608545;0.312374929;13666.67;10000;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1065;0.77;0.66-0.94;Panthera leo;Mellivora capensis;Felidae;Mustelidae;Panthera;Mellivora;0.204053485;2.701776999;149061.965;10000;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1066;0.84;0.74-0.90;Panthera pardus;Mellivora capensis;Felidae;Mustelidae;Panthera;Mellivora;0.20250158;1.66912082;53074.995;10000;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1067;0.76;0.70-0.87;Parahyaena brunnea;Mellivora capensis;Hyaenidae;Mustelidae;Parahyaena;Mellivora;0.20308198;1.458101635;42977.93;10000;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1068;0.81;0.79-0.94;Canis mesomelas;Otocyon megalotis;Canidae;Canidae;Canis;Otocyon;0.13984574;0.68677754;8247.3;4150;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1069;0.81;0.72-0.95;Civettictis civetta;Otocyon megalotis;Viverridae;Canidae;Civettictis;Otocyon;0.18711729;1.191851688;13666.67;4150;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1070;0.79;0.69-0.95;Felis silvestris;Otocyon megalotis;Felidae;Canidae;Felis;Otocyon;0.18498062;0.193611004;5036.54;4150;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1071;0.73;0.58-0.88;Mellivora capensis;Otocyon megalotis;Mustelidae;Canidae;Mellivora;Otocyon;0.20739174;0.879476759;10000;4150;Omnivore;Omnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1072;0.69;0.51-0.88;Panthera leo;Otocyon megalotis;Felidae;Canidae;Panthera;Otocyon;0.1875931;3.581253758;149061.965;4150;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1073;0.76;0.65-0.91;Panthera pardus;Otocyon megalotis;Felidae;Canidae;Panthera;Otocyon;0.188235685;2.548597579;53074.995;4150;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1074;0.82;0.75-0.95;Parahyaena brunnea;Otocyon megalotis;Hyaenidae;Canidae;Parahyaena;Otocyon;0.19104314;2.337578394;42977.93;4150;Carnivore;Omnivore;Diff_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1075;0.77;0.72-0.82;Crocuta crocuta;Panthera pardus;Hyaenidae;Felidae;Crocuta;Panthera;0.16410206;0.171428813;63000;53074.995;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1076;0.76;0.63-0.92;Panthera leo;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.054629683;1.032656179;149061.965;53074.995;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1077;0.84;0.81-0.87;Crocuta crocuta;Parahyaena brunnea;Hyaenidae;Hyaenidae;Crocuta;Parahyaena;0.09149743;0.382447998;63000;42977.93;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1078;0.73;0.58-0.88;Panthera leo;Parahyaena brunnea;Felidae;Hyaenidae;Panthera;Parahyaena;0.15927908;1.243675364;149061.965;42977.93;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1079;0.81;0.77-0.86;Panthera pardus;Parahyaena brunnea;Felidae;Hyaenidae;Panthera;Parahyaena;0.157161475;0.211019185;53074.995;42977.93;Carnivore;Carnivore;Same_diet;29.146523;-21.937981;21.937981;Africa;Botswana;Tuli;Vissia_2022;12;36;4886;1.5;200
1080;0.708;0.621-0.782;Puma concolor;Canis latrans;Felidae;Canidae;Puma;Canis;0.18174236;1.468770583;48000;11050;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1081;0.837;0.764-0.908;Puma concolor;Canis latrans;Felidae;Canidae;Puma;Canis;0.18174236;1.468770583;48000;11050;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1082;0.851;0.799-0.875;Canis latrans;Lynx rufus;Canidae;Felidae;Canis;Lynx;0.18335724;0.161720739;11050;9400;Omnivore;Carnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1083;0.915;0.889-0.945;Canis latrans;Lynx rufus;Canidae;Felidae;Canis;Lynx;0.18335724;0.161720739;11050;9400;Omnivore;Carnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1084;0.748;0.649-0.813;Puma concolor;Lynx rufus;Felidae;Felidae;Puma;Lynx;0.08207649;1.630491322;48000;9400;Carnivore;Carnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1085;0.851;0.777-0.921;Puma concolor;Lynx rufus;Felidae;Felidae;Puma;Lynx;0.08207649;1.630491322;48000;9400;Carnivore;Carnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1086;0.52;0.465-0.530;Canis latrans;Mephitis mephitis;Canidae;Mephitidae;Canis;Mephitis;0.18956859;1.320626953;11050;2949.995;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1087;0.732;0.695-0.764;Canis latrans;Mephitis mephitis;Canidae;Mephitidae;Canis;Mephitis;0.18956859;1.320626953;11050;2949.995;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1088;0.749;0.674-0.825;Puma concolor;Mephitis mephitis;Felidae;Mephitidae;Puma;Mephitis;0.19071409;2.789397535;48000;2949.995;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1089;0.836;0.776-0.930;Puma concolor;Mephitis mephitis;Felidae;Mephitidae;Puma;Mephitis;0.19071409;2.789397535;48000;2949.995;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1090;0.545;0.485-0.557;Canis latrans;Procyon lotor;Canidae;Procyonidae;Canis;Procyon;0.187558835;0.778103903;11050;5075;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1091;0.739;0.681-0.781;Canis latrans;Procyon lotor;Canidae;Procyonidae;Canis;Procyon;0.187558835;0.778103903;11050;5075;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1092;0.793;0.774-0.937;Puma concolor;Procyon lotor;Felidae;Procyonidae;Puma;Procyon;0.18443872;2.246874486;48000;5075;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1093;0.844;0.725-0.866;Puma concolor;Procyon lotor;Felidae;Procyonidae;Puma;Procyon;0.18443872;2.246874486;48000;5075;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1094;0.543;0.479-0.555;Canis latrans;Urocyon cinereoargenteus;Canidae;Canidae;Canis;Urocyon;0.14226082;0.9625953;11050;4220;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1095;0.701;0.665-0.727;Canis latrans;Urocyon cinereoargenteus;Canidae;Canidae;Canis;Urocyon;0.14226082;0.9625953;11050;4220;Omnivore;Omnivore;Same_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1096;0.675;0.630-0.699;Lynx rufus;Urocyon cinereoargenteus;Felidae;Canidae;Lynx;Urocyon;0.18894577;0.800874561;9400;4220;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1097;0.77;0.745-0.788;Lynx rufus;Urocyon cinereoargenteus;Felidae;Canidae;Lynx;Urocyon;0.18894577;0.800874561;9400;4220;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1098;0.775;0.697-0.852;Puma concolor;Urocyon cinereoargenteus;Felidae;Canidae;Puma;Urocyon;0.19002414;2.431365883;48000;4220;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1099;0.806;0.733-0.891;Puma concolor;Urocyon cinereoargenteus;Felidae;Canidae;Puma;Urocyon;0.19002414;2.431365883;48000;4220;Carnivore;Omnivore;Diff_diet;-122.067032;37.125834;37.125834;Central/North America;United States;Santa_Cruz_Mountains;Wang_2015;24;50;21950;1;NA
1100;0.77;064-0.9;Nyctereutes procyonoides;Martes melampus;Canidae;Mustelidae;Nyctereutes;Martes;NA;1.442674695;4232;1000;Omnivore;Omnivore;Same_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_winter;Watabe_2021;6;7;618;NA;NA
1101;0.81;0.73-0.96;Nyctereutes procyonoides;Martes melampus;Canidae;Mustelidae;Nyctereutes;Martes;NA;1.442674695;4232;1000;Omnivore;Omnivore;Same_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_spring;Watabe_2021;6;7;622;NA;NA
1102;0.84;0.76-094;Vulpes vulpes;Martes melampus;Canidae;Mustelidae;Vulpes;Martes;NA;2.025552777;7580.3;1000;Carnivore;Omnivore;Diff_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_winter;Watabe_2021;6;7;618;NA;NA
1103;0.78;0.67-0.89;Vulpes vulpes;Martes melampus;Canidae;Mustelidae;Vulpes;Martes;NA;2.025552777;7580.3;1000;Carnivore;Omnivore;Diff_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_spring;Watabe_2021;6;7;622;NA;NA
1104;0.76;0.67-0.87;Vulpes vulpes;Nyctereutes procyonoides;Canidae;Canidae;Vulpes;Nyctereutes;NA;0.582878082;7580.3;4232;Carnivore;Omnivore;Diff_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_winter;Watabe_2021;6;7;618;NA;NA
1105;0.81;0.71-0.92;Vulpes vulpes;Nyctereutes procyonoides;Canidae;Canidae;Vulpes;Nyctereutes;NA;0.582878082;7580.3;4232;Carnivore;Omnivore;Diff_diet;140.34933;38.246476;38.246476;Asia;Japan;EFYU_spring;Watabe_2021;6;7;622;NA;NA
1106;0.17;0.13-0.23;Canis dingo;Vulpes vulpes;NA;Canidae;NA;Vulpes;NA;NA;NA;7580.3;NA;Carnivore;Diff_diet;134.237386;-28.294724;28.294724;Oceania;Australia;EDMW_carcasses;Wooster_2021;NA;NA;NA;NA;NA
1107;0.59;0.38-0.78;Canis dingo;Vulpes vulpes;NA;Canidae;NA;Vulpes;NA;NA;NA;7580.3;NA;Carnivore;Diff_diet;134.237386;-28.294724;28.294724;Oceania;Australia;EDMW_rabbitw;Wooster_2021;NA;NA;NA;NA;NA
1108;0.43;0.39-0.47;Canis dingo;Vulpes vulpes;NA;Canidae;NA;Vulpes;NA;NA;NA;7580.3;NA;Carnivore;Diff_diet;134.237386;-28.294724;28.294724;Oceania;Australia;EDMW_TS;Wooster_2021;NA;NA;NA;NA;NA
1109;0.51;0.46-0.57;Canis dingo;Vulpes vulpes;NA;Canidae;NA;Vulpes;NA;NA;NA;7580.3;NA;Carnivore;Diff_diet;134.237386;-28.294724;28.294724;Oceania;Australia;EDMW_water;Wooster_2021;NA;NA;NA;NA;NA
1110;0.68;0,59-0,77;Panthera pardus;Meles meles;Felidae;Mustelidae;Panthera;Meles;0.18842002;1.496510431;53074.995;11884.03;Carnivore;Omnivore;Diff_diet;130.742553;43.011322;43.011322;Asia;China;Summer;Yang_2018;6;163;NA;3.6;1087
1111;0.59;0,49-0,77;Panthera pardus;Meles meles;Felidae;Mustelidae;Panthera;Meles;0.18842002;1.496510431;53074.995;11884.03;Carnivore;Omnivore;Diff_diet;130.742553;43.011322;43.011322;Asia;China;Winter;Yang_2018;6;163;NA;3.6;1087
1112;0.49;0,38-0,59;Panthera pardus;Nyctereutes procyonoides;Felidae;Canidae;Panthera;Nyctereutes;0.18947214;2.529031219;53074.995;4232;Carnivore;Omnivore;Diff_diet;130.742553;43.011322;43.011322;Asia;China;Summer;Yang_2018;6;163;NA;3.6;1087
1113;0.67;0,55-0,78;Panthera tigris;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.083369853;0.8865549;128800;53074.995;Carnivore;Carnivore;Same_diet;130.742553;43.011322;43.011322;Asia;China;Summer;Yang_2018;6;163;NA;3.6;1087
1114;0.55;0,38-0,64;Panthera tigris;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.083369853;0.8865549;128800;53074.995;Carnivore;Carnivore;Same_diet;130.742553;43.011322;43.011322;Asia;China;Winter;Yang_2018;6;163;NA;3.6;1087
1115;0.53;0,43-0,63;Panthera pardus;Vulpes vulpes;Felidae;Canidae;Panthera;Vulpes;0.18701218;1.946153137;53074.995;7580.3;Carnivore;Carnivore;Same_diet;130.742553;43.011322;43.011322;Asia;China;Summer;Yang_2018;6;163;NA;3.6;1087
1116;0.43;0,36-0,6;Panthera pardus;Vulpes vulpes;Felidae;Canidae;Panthera;Vulpes;0.18701218;1.946153137;53074.995;7580.3;Carnivore;Carnivore;Same_diet;130.742553;43.011322;43.011322;Asia;China;Winter;Yang_2018;6;163;NA;3.6;1087
1117;0.34;0.11-0.61;Cuon alpinus;Canis aureus;Canidae;Canidae;Cuon;Canis;0.08571012;0.358945092;15750;11000;Carnivore;Carnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1118;0.26;0.13-0.41;Canis aureus;Herpestes urva;Canidae;Herpestidae;Canis;Herpestes;NA;1.644737777;11000;2123.695;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1119;0.77;0.53-0.91;Cuon alpinus;Herpestes urva;Canidae;Herpestidae;Cuon;Herpestes;NA;2.003682869;15750;2123.695;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1120;0.83;0,66-0,93;Martes flavigula;Herpestes urva;Mustelidae;Herpestidae;Martes;Herpestes;NA;0.163133236;2500;2123.695;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1121;0.25;0,12-0,40;Paguma larvata;Herpestes urva;Viverridae;Herpestidae;Paguma;Herpestes;NA;0.705457527;4300;2123.695;Omnivore;Omnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1122;0.33;0,21-0,87;Prionailurus bengalensis;Herpestes urva;Felidae;Herpestidae;Prionailurus;Herpestes;NA;0.669950838;4150;2123.695;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1123;0.2;0.11-0.3;Viverra zibetha;Herpestes urva;Viverridae;Herpestidae;Viverra;Herpestes;NA;1.549427597;10000;2123.695;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1124;0.24;0.10-0.43;Canis aureus;Martes flavigula;Canidae;Mustelidae;Canis;Martes;0.18151763;1.481604541;11000;2500;Carnivore;Carnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1125;0.82;0.60-0.93;Cuon alpinus;Martes flavigula;Canidae;Mustelidae;Cuon;Martes;0.18618296;1.840549633;15750;2500;Carnivore;Carnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1126;0.2;0,08-0,38;Paguma larvata;Martes flavigula;Viverridae;Mustelidae;Paguma;Martes;0.18378666;0.542324291;4300;2500;Omnivore;Carnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1127;0.33;0,19-0,50;Prionailurus bengalensis;Martes flavigula;Felidae;Mustelidae;Prionailurus;Martes;0.181713445;0.506817602;4150;2500;Carnivore;Carnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1128;0.17;0.07-0.30;Viverra zibetha;Martes flavigula;Viverridae;Mustelidae;Viverra;Martes;0.1821087;1.386294361;10000;2500;Carnivore;Carnivore;Same_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
1129;0.81;0.64-0.91;Canis aureus;Paguma larvata;Canidae;Viverridae;Canis;Paguma;0.1819603;0.93928025;11000;4300;Carnivore;Omnivore;Diff_diet;91.45;24.120833;24.120833;Asia;Bangladesh;SNP;Zakir_2021;3.22;12;587;0.65;2.43
