;Ov_coeff;Ov_ic;D_competitor;S_competitor;D_family;S_family;D_genus;S_genus;p_distance;mass_ratio;D_mass;S_mass;D_diet;S_diet;diet_dist;Lon;Lat;Lat_abs;Continent;Country;Locality;Label;Samp_dur;N_statioins;Effort;Avg_dist;S_area
1;0.88;0.82-0.94;Canis lupus;Lynx lynx;Canidae;Felidae;Canis;Lynx;0.182011195;0.322212144;29190.755;21150;Carnivore;Carnivore;Same_diet;32.43988;40.535206;40.535206;Asia;Turkey;Ankara;Akbaba_2021;23;24;2687;2.5;650
2;0.83;0.75-0.90;Ursus arctos;Lynx lynx;Ursidae;Felidae;Ursus;Lynx;0.18752216;2.431080184;240500;21150;Herbivore;Carnivore;Diff_diet;32.43988;40.535206;40.535206;Asia;Turkey;Ankara;Akbaba_2021;23;24;2687;2.5;650
3;0.62;0.50-0.73;Lynx lynx;Meles meles;Felidae;Mustelidae;Lynx;Meles;0.17722057;0.576444423;21150;11884.03;Carnivore;Omnivore;Diff_diet;32.43988;40.535206;40.535206;Asia;Turkey;Ankara;Akbaba_2021;23;24;2687;2.5;650
4;0.87;0.80-0.93;Lynx lynx;Vulpes vulpes;Felidae;Canidae;Lynx;Vulpes;0.18322068;1.026087129;21150;7580.3;Carnivore;Carnivore;Same_diet;32.43988;40.535206;40.535206;Asia;Turkey;Ankara;Akbaba_2021;23;24;2687;2.5;650
5;0.85;0.80-0.95;Panthera uncia;Lynx lynx;Felidae;Felidae;Panthera;Lynx;0.11500135;0.815647206;47812.5;21150;Carnivore;Carnivore;Same_diet;102.762939;37.309263;37.309263;Asia;China;Qilianshan National Nature Reserve;Alexander_2016;15;72;8498;NA;480
6;0.72;0.61-0.78;Panthera uncia;Vulpes vulpes;Felidae;Canidae;Panthera;Vulpes;0.18537479;1.841734335;47812.5;7580.3;Carnivore;Carnivore;Same_diet;102.762939;37.309263;37.309263;Asia;China;Qilianshan National Nature Reserve;Alexander_2016;15;72;8498;NA;480
7;0.85;NA;Crocuta crocuta;Mellivora capensis;Hyaenidae;Mustelidae;Crocuta;Mellivora;0.20772958;1.840549633;63000;10000;Carnivore;Omnivore;Diff_diet;34.656423;-2.007921;2.007921;Africa;Tanzania;Serengeti_National_Park;Allen_2018;34;224;98644;0.25;NA
8;0.82;NA;Panthera pardus;Mellivora capensis;Felidae;Mustelidae;Panthera;Mellivora;0.20250158;1.66912082;53074.995;10000;Carnivore;Omnivore;Diff_diet;34.656423;-2.007921;2.007921;Africa;Tanzania;Serengeti_National_Park;Allen_2018;34;224;98644;0.25;NA
9;0.18;0.03-0.35;Panthera tigris;Arctictis binturong;Felidae;Viverridae;Panthera;Arctictis;0.15826123;2.293312225;128800;12999.99;Carnivore;Omnivore;Diff_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
10;0.41;0.23-0.60;Panthera tigris;Catopuma temminckii;Felidae;Felidae;Panthera;Catopuma;0.114499295;2.415913778;128800;11500;Carnivore;Carnivore;Same_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
11;0.6;0.42-0.77;Panthera tigris;Cuon alpinus;Felidae;Canidae;Panthera;Cuon;0.19509586;2.101420448;128800;15750;Carnivore;Carnivore;Same_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
12;0.6;0.42-0.77;Panthera tigris;Helarctos malayanus;Felidae;Ursidae;Panthera;Helarctos;0.191398695;1.029619417;128800;46000;Carnivore;Omnivore;Diff_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
13;0.25;0.11-0.41;Panthera tigris;Hemigalus derbyanus;Felidae;Viverridae;Panthera;Hemigalus;0.15401662;3.993263376;128800;2375;Carnivore;Insectivore;Diff_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
14;0.29;0.09-0.54;Panthera tigris;Neofelis diardi;Felidae;Felidae;Panthera;Neofelis;NA;1.744745504;128800;22500;Carnivore;Carnivore;Same_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
15;0.26;0.09-0.46;Panthera tigris;Paguma larvata;Felidae;Viverridae;Panthera;Paguma;0.155520005;3.399645791;128800;4300;Carnivore;Omnivore;Diff_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
16;0.2;0.41-0.93;Panthera tigris;Pardofelis marmorata;Felidae;Felidae;Panthera;Pardofelis;0.11688999;3.303015236;128800;4736.2495;Carnivore;Carnivore;Same_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
17;0.29;0.11-0.48;Panthera tigris;Prionailurus bengalensis;Felidae;Felidae;Panthera;Prionailurus;0.110834738;3.435152479;128800;4150;Carnivore;Carnivore;Same_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
18;0.21;0.05-0.41;Panthera tigris;Prionodon linsang;Felidae;Prionodontidae;Panthera;Prionodon;0.159655445;5.22727587;128800;691.415;Carnivore;Omnivore;Diff_diet;104.351245;-5.444372;5.444372;Asia;Indonesia;BBNP;Allen_2020;28;60;11896;2;128.43
19;0.28;0,04-0,96;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;31.935071;-28.216288;28.216288;Africa;South Africa;A1;Amoros_2020;NA;NA;NA;10;900
20;0.71;0,32-0,93;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;31.935071;-28.216288;28.216288;Africa;South Africa;A1;Amoros_2020;NA;NA;NA;10;900
21;0.28;0,04-0,96;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;32.232919;-27.666283;27.666283;Africa;South Africa;A2;Amoros_2020;NA;NA;NA;10;440
22;0.71;0,32-0,93;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;32.232919;-27.666283;27.666283;Africa;South Africa;A2;Amoros_2020;NA;NA;NA;10;440
23;0.84;0.76-0.88;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-42.5416665;-8.666667;8.666667;South America;Brazil;Serra da Capivara National Park;Astete_2017;14;58;15205;3.22;1291.4
24;0.67;0.57-0.78;Otocolobus manul;Martes foina;Felidae;Mustelidae;Otocolobus;Martes;0.18155149;0.722134717;3500;1700;Carnivore;Omnivore;Diff_diet;105.89;46.88;46.88;Asia;Mongolia;BOD;Augugliaro_2021;2.86;26;1155;NA;25.1
25;0.62;0.51-0.72;Vulpes vulpes;Martes foina;Canidae;Mustelidae;Vulpes;Martes;0.18685684;1.494924526;7580.3;1700;Carnivore;Omnivore;Diff_diet;105.89;46.88;46.88;Asia;Mongolia;BOD;Augugliaro_2021;2.86;26;1155;NA;25.1
26;0.88;0.79-0.97;Vulpes vulpes;Otocolobus manul;Canidae;Felidae;Vulpes;Otocolobus;0.18342361;0.772789808;7580.3;3500;Carnivore;Carnivore;Same_diet;105.89;46.88;46.88;Asia;Mongolia;BOD;Augugliaro_2021;2.86;26;1155;NA;25.1
27;0.57;0.44-0.64;Panthera onca;Nasua narica;Felidae;Procyonidae;Panthera;Nasua;NA;3.074543454;81150;3750;Carnivore;Omnivore;Diff_diet;-87.146988;21.228595;21.228595;Central/North America;Mexico;REE_2008-2012;Avila-Najera_2016;2;97;NA;2.25;NA
28;0.6;0.48 0.69;Puma concolor;Nasua narica;Felidae;Procyonidae;Puma;Nasua;NA;2.549445171;48000;3750;Carnivore;Omnivore;Diff_diet;-87.146988;21.228595;21.228595;Central/North America;Mexico;REE_2008-2012;Avila-Najera_2016;2;97;NA;2.25;NA
29;0.75;0.56-0.85;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-87.146988;21.228595;21.228595;Central/North America;Mexico;REE_2008-2012;Avila-Najera_2016;2;97;NA;2.25;NA
30;0.8;0.7-0.89;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-87.146988;21.228595;21.228595;Central/North America;Mexico;REE_2008-2012;Avila-Najera_2016;2;97;NA;2.25;NA
31;0.26;0.18-0.34;Puma concolor;Nasua nasua;Felidae;Procyonidae;Puma;Nasua;0.1927207;2.48490665;48000;4000;Carnivore;Omnivore;Diff_diet;-48.433333;-18.5583335;18.5583335;South America;Brazil;TM;Azevedo_2018;96;117;NA;1.9;300
32;0.48;0.35-0.60;Puma concolor;Nasua nasua;Felidae;Procyonidae;Puma;Nasua;0.1927207;2.48490665;48000;4000;Carnivore;Omnivore;Diff_diet;-48.433333;-18.5583335;18.5583335;South America;Brazil;TM;Azevedo_2018;96;117;NA;1.9;300
33;0.8;0.66-0.90;Leopardus colocolo;Leopardus guigna;Felidae;Felidae;Leopardus;Leopardus;0.06888319;0.29334781;2950;2200;Carnivore;Carnivore;Same_diet;-71.15;-32.916667;32.916667;South America;Chile;LCPBR_temporal;Beltrami_2021;14;20;NA;2;240
34;0.58;0.49-0.71;Cuon alpinus;Herpestes auropunctatus;Canidae;Herpestidae;Cuon;Herpestes;NA;3.483544329;15750;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
35;0.43;0.33-0.58;Cuon alpinus;Herpestes edwardsii;Canidae;Herpestidae;Cuon;Herpestes;NA;2.748872196;15750;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
36;0.67;0.56-0.75;Cuon alpinus;Herpestes urva;Canidae;Herpestidae;Cuon;Herpestes;NA;2.003682869;15750;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
37;0.57;0.39-0.72;Cuon alpinus;Martes flavigula;Canidae;Mustelidae;Cuon;Martes;0.18618296;1.840549633;15750;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
38;0.12;0.12-023;Cuon alpinus;Paradoxurus hermaphroditus;Canidae;Viverridae;Cuon;Paradoxurus;0.18430928;1.599959168;15750;3180;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
39;0.1;0.07-0.23;Paradoxurus hermaphroditus;Herpestes auropunctatus;Viverridae;Herpestidae;Paradoxurus;Herpestes;NA;1.883585161;3180;483.5;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
40;0.18;0.17-0.27;Cuon alpinus;Prionailurus bengalensis;Canidae;Felidae;Cuon;Prionailurus;0.183912575;1.333732031;15750;4150;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
41;0.1;0.10-0.19;Cuon alpinus;Viverra zibetha;Canidae;Viverridae;Cuon;Viverra;0.18252137;0.454255272;15750;10000;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
42;0.16;0.16-0.26;Cuon alpinus;Viverricula indica;Canidae;Viverridae;Cuon;Viverricula;0.18297397;1.671840304;15750;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
43;0.68;0.56-0.88;Herpestes edwardsii;Herpestes auropunctatus;Herpestidae;Herpestidae;Herpestes;Herpestes;NA;0.734672134;1008;483.5;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
44;0.76;0.66-0.87;Herpestes urva;Herpestes auropunctatus;Herpestidae;Herpestidae;Herpestes;Herpestes;NA;1.47986146;2123.695;483.5;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
45;0.68;0.55-0.82;Herpestes urva;Herpestes edwardsii;Herpestidae;Herpestidae;Herpestes;Herpestes;NA;0.745189326;2123.695;1008;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
46;0.79;0.60-0.89;Martes flavigula;Herpestes auropunctatus;Mustelidae;Herpestidae;Martes;Herpestes;NA;1.642994696;2500;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
47;0.82;0.56-0.91;Martes flavigula;Herpestes edwardsii;Mustelidae;Herpestidae;Martes;Herpestes;NA;0.908322562;2500;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
48;0.85;0.61-0.88;Martes flavigula;Herpestes urva;Mustelidae;Herpestidae;Martes;Herpestes;NA;0.163133236;2500;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
49;0.3;0.19-0.51;Neofelis nebulosa;Cuon alpinus;Felidae;Canidae;Neofelis;Cuon;0.19427526;0.2135741;19500;15750;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
50;0.25;0.14-0.44;Neofelis nebulosa;Herpestes auropunctatus;Felidae;Herpestidae;Neofelis;Herpestes;NA;3.69711843;19500;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
51;0.19;0.10-0.39;Neofelis nebulosa;Herpestes edwardsii;Felidae;Herpestidae;Neofelis;Herpestes;NA;2.962446296;19500;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
52;0.3;0.19-0.48;Neofelis nebulosa;Herpestes urva;Felidae;Herpestidae;Neofelis;Herpestes;NA;2.217256969;19500;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
53;0.28;0.16-0.50;Neofelis nebulosa;Martes flavigula;Felidae;Mustelidae;Neofelis;Martes;0.1921948;2.054123734;19500;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
54;0.83;0.63-0.89;Neofelis nebulosa;Prionailurus bengalensis;Felidae;Felidae;Neofelis;Prionailurus;0.11293576;1.547306131;19500;4150;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
55;0.75;0.55-0.85;Neofelis nebulosa;Viverra zibetha;Felidae;Viverridae;Neofelis;Viverra;0.15046045;0.667829373;19500;10000;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
56;0.78;0.60-0.87;Neofelis nebulosa;Viverricula indica;Felidae;Viverridae;Neofelis;Viverricula;0.153334917;1.885414404;19500;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
57;0.48;0.42-0.55;Panthera pardus;Cuon alpinus;Felidae;Canidae;Panthera;Cuon;0.19429812;1.214865548;53074.995;15750;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
58;0.5;0.43-0.61;Panthera pardus;Herpestes auropunctatus;Felidae;Herpestidae;Panthera;Herpestes;NA;4.698409877;53074.995;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
59;0.47;0.39-0.60;Panthera pardus;Herpestes edwardsii;Felidae;Herpestidae;Panthera;Herpestes;NA;3.963737744;53074.995;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
60;0.56;0.51-0.64;Panthera pardus;Herpestes urva;Felidae;Herpestidae;Panthera;Herpestes;NA;3.218548417;53074.995;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
61;0.55;0.45-0.68;Panthera pardus;Martes flavigula;Felidae;Mustelidae;Panthera;Martes;0.18773087;3.055415182;53074.995;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
62;0.08;0.07-0.22;Paradoxurus hermaphroditus;Herpestes edwardsii;Viverridae;Herpestidae;Paradoxurus;Herpestes;NA;1.148913027;3180;1008;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
63;0.71;0.55-0.81;Panthera pardus;Neofelis nebulosa;Felidae;Felidae;Panthera;Neofelis;0.10388519;1.001291448;53074.995;19500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
64;0.57;0.55-0.64;Panthera pardus;Paradoxurus hermaphroditus;Felidae;Viverridae;Panthera;Paradoxurus;0.15674026;2.814824717;53074.995;3180;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
65;0.59;0.56-0.66;Panthera pardus;Prionailurus bengalensis;Felidae;Felidae;Panthera;Prionailurus;0.10883646;2.548597579;53074.995;4150;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
66;0.52;0.50-0.59;Panthera pardus;Viverra zibetha;Felidae;Viverridae;Panthera;Viverra;0.14758445;1.66912082;53074.995;10000;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
67;0.59;0.55-0.65;Panthera pardus;Viverricula indica;Felidae;Viverridae;Panthera;Viverricula;0.149650395;2.886705852;53074.995;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
68;0.38;0.37-0.48;Panthera tigris;Cuon alpinus;Felidae;Canidae;Panthera;Cuon;0.19509586;2.101420448;128800;15750;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
69;0.39;0.32-0.51;Panthera tigris;Herpestes auropunctatus;Felidae;Herpestidae;Panthera;Herpestes;NA;5.584964778;128800;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
70;0.34;0.29-0.49;Panthera tigris;Herpestes edwardsii;Felidae;Herpestidae;Panthera;Herpestes;NA;4.850292644;128800;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
71;0.43;0.40-0.52;Panthera tigris;Herpestes urva;Felidae;Herpestidae;Panthera;Herpestes;NA;4.105103318;128800;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
72;0.42;0.33-0.57;Panthera tigris;Martes flavigula;Felidae;Mustelidae;Panthera;Martes;0.189173325;3.941970082;128800;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
73;0.13;0.13-0.24;Paradoxurus hermaphroditus;Herpestes urva;Viverridae;Herpestidae;Paradoxurus;Herpestes;NA;0.403723701;3180;2123.695;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
74;0.82;0.63-0.89;Panthera tigris;Neofelis nebulosa;Felidae;Felidae;Panthera;Neofelis;0.106233805;1.887846348;128800;19500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
75;0.87;0.81-0.91;Panthera tigris;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.083369853;0.8865549;128800;53074.995;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
76;0.7;0.67-0.76;Panthera tigris;Paradoxurus hermaphroditus;Felidae;Viverridae;Panthera;Paradoxurus;0.159491955;3.701379617;128800;3180;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
77;0.73;0.69-0.78;Panthera tigris;Prionailurus bengalensis;Felidae;Felidae;Panthera;Prionailurus;0.110834738;3.435152479;128800;4150;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
78;0.83;0.64-0.89;Panthera tigris;Ursus thibetanus;Felidae;Ursidae;Panthera;Ursus;0.192162336;0.25595282;128800;99714.19;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
79;0.66;0.62-0.71;Panthera tigris;Viverra zibetha;Felidae;Viverridae;Panthera;Viverra;0.14804655;2.555675721;128800;10000;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
80;0.73;0.68-0.76;Panthera tigris;Viverricula indica;Felidae;Viverridae;Panthera;Viverricula;0.150684973;3.773260752;128800;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
81;0.13;0.10-0.31;Paradoxurus hermaphroditus;Martes flavigula;Viverridae;Mustelidae;Paradoxurus;Martes;0.187716865;0.240590465;3180;2500;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
82;0.92;0.84-0.94;Paradoxurus hermaphroditus;Viverricula indica;Viverridae;Viverridae;Paradoxurus;Viverricula;0.122741602;0.071881136;3180;2959.44;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
83;0.14;0.10-0.25;Prionailurus bengalensis;Herpestes auropunctatus;Felidae;Herpestidae;Prionailurus;Herpestes;NA;2.149812298;4150;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
84;0.1;0.08-0.23;Prionailurus bengalensis;Herpestes edwardsii;Felidae;Herpestidae;Prionailurus;Herpestes;NA;1.415140165;4150;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
85;0.16;0.15-0.26;Prionailurus bengalensis;Herpestes urva;Felidae;Herpestidae;Prionailurus;Herpestes;NA;0.669950838;4150;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
86;0.16;0.11-0.33;Prionailurus bengalensis;Martes flavigula;Felidae;Mustelidae;Prionailurus;Martes;0.181713445;0.506817602;4150;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
87;0.88;0.82-0.93;Prionailurus bengalensis;Paradoxurus hermaphroditus;Felidae;Viverridae;Prionailurus;Paradoxurus;0.145919338;0.266227137;4150;3180;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
88;0.89;0.83-0.93;Prionailurus bengalensis;Viverricula indica;Felidae;Viverridae;Prionailurus;Viverricula;0.138413772;0.338108273;4150;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
89;0.48;0.36-0.64;Ursus thibetanus;Cuon alpinus;Ursidae;Canidae;Ursus;Cuon;0.19046153;1.845467629;99714.19;15750;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
90;0.51;0.35-0.58;Ursus thibetanus;Herpestes auropunctatus;Ursidae;Herpestidae;Ursus;Herpestes;NA;5.329011958;99714.19;483.5;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
91;0.43;0.30-0.64;Ursus thibetanus;Herpestes edwardsii;Ursidae;Herpestidae;Ursus;Herpestes;NA;4.594339824;99714.19;1008;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
92;0.55;0.41-0.70;Ursus thibetanus;Herpestes urva;Ursidae;Herpestidae;Ursus;Herpestes;NA;3.849150498;99714.19;2123.695;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
93;0.55;0.37-0.73;Ursus thibetanus;Martes flavigula;Ursidae;Mustelidae;Ursus;Martes;0.179646195;3.686017262;99714.19;2500;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
94;0.73;0.49-0.83;Ursus thibetanus;Neofelis nebulosa;Ursidae;Felidae;Ursus;Neofelis;0.191793955;1.631893528;99714.19;19500;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
95;0.86;0.68-0.91;Ursus thibetanus;Panthera pardus;Ursidae;Felidae;Ursus;Panthera;0.18769569;0.63060208;99714.19;53074.995;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
96;0.58;0.44-0.72;Ursus thibetanus;Paradoxurus hermaphroditus;Ursidae;Viverridae;Ursus;Paradoxurus;0.188038181;3.445426797;99714.19;3180;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
97;0.6;0.46-0.74;Ursus thibetanus;Prionailurus bengalensis;Ursidae;Felidae;Ursus;Prionailurus;0.185063061;3.17919966;99714.19;4150;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
98;0.53;0.40-0.69;Ursus thibetanus;Viverra zibetha;Ursidae;Viverridae;Ursus;Viverra;0.181789988;2.299722901;99714.19;10000;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
99;0.6;0.45-0.73;Ursus thibetanus;Viverricula indica;Ursidae;Viverridae;Ursus;Viverricula;0.180999533;3.517307933;99714.19;2959.44;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
