"","Ov_coeff","Ov_ic","Pred_sp","Prey_sp","Pred_family","Prey_family","Pred_genus","Prey_genus","mass_ratio","Pred_mass","Predmass_cat","P_hunt","Prey_mass","Preymass_cat","Pred_diet","Prey_diet","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area","Pred_evidence","Hunt_source"
"76",0.73,NA,"Canis lupus","Lepus europaeus","Canidae","Leporidae","Canis","Lepus",2.07275344193857,29190.755,"Large","group",3673.33,"Small-Medium","Carnivore","Herbivore",16.140592,39.921855,39.921855,"Europe","Italy","Pollino National Park_temporada2","Mori_2019",NA,43,12297,"1.5",NA,"Yes","Hirt_2020"
"77",0.77,NA,"Canis lupus","Lepus europaeus","Canidae","Leporidae","Canis","Lepus",2.07275344193857,29190.755,"Large","group",3673.33,"Small-Medium","Carnivore","Herbivore",16.140592,39.921855,39.921855,"Europe","Italy","Pollino National Park_temporada3","Mori_2019",NA,44,12297,"1.5",NA,"Yes","Hirt_2020"
"78",0.84,NA,"Canis lupus","Lepus europaeus","Canidae","Leporidae","Canis","Lepus",2.07275344193857,29190.755,"Large","group",3673.33,"Small-Medium","Carnivore","Herbivore",16.140592,39.921855,39.921855,"Europe","Italy","Pollino National Park_temporada4","Mori_2019",NA,45,12297,"1.5",NA,"Yes","Hirt_2020"
"79",0.84,"0,79-0,88","Canis lupus","Lepus timidus","Canidae","Leporidae","Canis","Lepus",2.26604383994067,29190.755,"Large","group",3027.715,"Small-Medium","Carnivore","Herbivore",32.871657,56.509163,56.509163,"Europe","Russia","CFSNBR","Ogurstov_2018",95,21,30158,"1.2",54.5,"Yes","Hirt_2020"
"80",0.49,NA,"Caracal aurata","Cephalophus dorsalis","Felidae","Bovidae","Caracal","Cephalophus",-0.0854452059568848,10650,"Medium-Large","ambush",11600,"Medium-Large","Carnivore","Herbivore",104.45,-5.666667,5.666667,"Asia","Indonesia","BBSNP","Allen_2021",1,60,10018,"2",128.43,"Yes","Bahaa?el?din, L., Henschel, P., Butynski, T. M., Macdonald, D. W., Mills, D., Slotow, R., & Hunter, L. (2015). The A frican golden cat C aracal aurata: A frica's least?known felid. Mammal review, 45(1), 63-77."
"81",0.57,NA,"Caracal aurata","Philantomba monticola","Felidae","Bovidae","Caracal","Philantomba",0.777131134579255,10650,"Medium-Large","ambush",4896.05,"Small-Medium","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Bahaa?el?din, L., Henschel, P., Butynski, T. M., Macdonald, D. W., Mills, D., Slotow, R., & Hunter, L. (2015). The A frican golden cat C aracal aurata: A frica's least?known felid. Mammal review, 45(1), 63-77."
"82",0.68,NA,"Caracal aurata","Cephalophus silvicultor","Felidae","Bovidae","Caracal","Cephalophus",-1.76168093883699,10650,"Medium-Large","ambush",62006.6,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Bahaa?el?din, L., Henschel, P., Butynski, T. M., Macdonald, D. W., Mills, D., Slotow, R., & Hunter, L. (2015). The A frican golden cat C aracal aurata: A frica's least?known felid. Mammal review, 45(1), 63-77."
"83",0.5,NA,"Caracal aurata","Gorilla beringei","Felidae","Hominidae","Caracal","Gorilla",-2.57495332170901,10650,"Medium-Large","ambush",139842,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"No","Bahaa?el?din, L., Henschel, P., Butynski, T. M., Macdonald, D. W., Mills, D., Slotow, R., & Hunter, L. (2015). The A frican golden cat C aracal aurata: A frica's least?known felid. Mammal review, 45(1), 63-77."
"84",0.56,NA,"Caracal aurata","Pan troglodytes","Felidae","Hominidae","Caracal","Pan",-1.44073586370956,10650,"Medium-Large","ambush",44983.5,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"No","Bahaa?el?din, L., Henschel, P., Butynski, T. M., Macdonald, D. W., Mills, D., Slotow, R., & Hunter, L. (2015). The A frican golden cat C aracal aurata: A frica's least?known felid. Mammal review, 45(1), 63-77."
"85",0.59,"0.45-0.64","Caracal caracal","Sylvicapra grimmia","Felidae","Bovidae","Caracal","Sylvicapra",-0.27871340246902,14000,"Medium-Large","ambush",18500,"Large","Carnivore","Herbivore",18.10729,-33.12565,33.12565,"Africa","South Africa","FBL","Winterton_2020",1,50,1159,"1",1450,"Yes","Veals_ 2020_Caracal caracal (Carnivora: Felidae). Mammalian Species, 52(993), 71-85."
"86",0.73,"0.62-0.91","Catopuma temminckii","Muntiacus muntjak","Felidae","Cervidae","Catopuma","Muntiacus",-0.426210172671226,11500,"Medium-Large","ambush",17611.59,"Large","Carnivore","Herbivore",101.613922,-1.686158,1.686158,"Asia","Indonesia","KSNP_Bungo","Haidir_2018",5,76,8399,"0.777",63.9,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"87",0.7,"0.58-0.85","Catopuma temminckii","Muntiacus muntjak","Felidae","Cervidae","Catopuma","Muntiacus",-0.426210172671226,11500,"Medium-Large","ambush",17611.59,"Large","Carnivore","Herbivore",101.78009,-2.290039,2.290039,"Asia","Indonesia","KSNP_Sipurak","Haidir_2018",5,76,7053,"0.814",800,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"88",0.66,"0.54-0.87","Catopuma temminckii","Muntiacus muntjak","Felidae","Cervidae","Catopuma","Muntiacus",-0.426210172671226,11500,"Medium-Large","ambush",17611.59,"Large","Carnivore","Herbivore",101.315918,-2.226917,2.226917,"Asia","Indonesia","KSNP_RKE","Haidir_2018",5,65,6674,"1.027",1190,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"89",0.68,"0.59-0.85","Catopuma temminckii","Muntiacus muntjak","Felidae","Cervidae","Catopuma","Muntiacus",-0.426210172671226,11500,"Medium-Large","ambush",17611.59,"Large","Carnivore","Herbivore",101.719666,-2.940298,2.940298,"Asia","Indonesia","KSNP_Ipuh","Haidir_2018",4,75,6278,"0.793",430,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"90",0.72,"0.58-0.92","Catopuma temminckii","Macaca nemestrina","Felidae","Cercopithecidae","Catopuma","Macaca",0.413752834897242,11500,"Medium-Large","ambush",7603.39,"Medium-Large","Carnivore","Herbivore",101.613922,-1.686158,1.686158,"Asia","Indonesia","KSNP_Bungo","Haidir_2018",5,76,8399,"0.777",63.9,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"91",0.48,"0.31-0.59","Catopuma temminckii","Macaca nemestrina","Felidae","Cercopithecidae","Catopuma","Macaca",0.413752834897242,11500,"Medium-Large","ambush",7603.39,"Medium-Large","Carnivore","Herbivore",101.78009,-2.290039,2.290039,"Asia","Indonesia","KSNP_Sipurak","Haidir_2018",5,76,7053,"0.814",800,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"92",0.64,"0.48-0.86","Catopuma temminckii","Macaca nemestrina","Felidae","Cercopithecidae","Catopuma","Macaca",0.413752834897242,11500,"Medium-Large","ambush",7603.39,"Medium-Large","Carnivore","Herbivore",101.315918,-2.226917,2.226917,"Asia","Indonesia","KSNP_RKE","Haidir_2018",5,65,6674,"1.027",1190,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"93",0.56,"0.40-0.75","Catopuma temminckii","Macaca nemestrina","Felidae","Cercopithecidae","Catopuma","Macaca",0.413752834897242,11500,"Medium-Large","ambush",7603.39,"Medium-Large","Carnivore","Herbivore",101.719666,-2.940298,2.940298,"Asia","Indonesia","KSNP_Ipuh","Haidir_2018",4,75,6278,"0.793",430,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"94",0.26,"0.10-0.37","Catopuma temminckii","Hystrix brachyura","Felidae","Hystricidae","Catopuma","Hystrix",0.362905493689368,11500,"Medium-Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",101.613922,-1.686158,1.686158,"Asia","Indonesia","KSNP_Bungo","Haidir_2018",5,76,8399,"0.777",63.9,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"95",0.43,"0.25-0.55","Catopuma temminckii","Hystrix brachyura","Felidae","Hystricidae","Catopuma","Hystrix",0.362905493689368,11500,"Medium-Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",101.78009,-2.290039,2.290039,"Asia","Indonesia","KSNP_Sipurak","Haidir_2018",5,76,7053,"0.814",800,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"96",0.26,"0.05-0.39","Catopuma temminckii","Hystrix brachyura","Felidae","Hystricidae","Catopuma","Hystrix",0.362905493689368,11500,"Medium-Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",101.315918,-2.226917,2.226917,"Asia","Indonesia","KSNP_RKE","Haidir_2018",5,65,6674,"1.027",1190,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"97",0.26,"0.10-0.39","Catopuma temminckii","Hystrix brachyura","Felidae","Hystricidae","Catopuma","Hystrix",0.362905493689368,11500,"Medium-Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",101.719666,-2.940298,2.940298,"Asia","Indonesia","KSNP_Ipuh","Haidir_2018",4,75,6278,"0.793",430,"Yes","Kamler, J. F., Inthapanya, X., Rasphone, A., Bousa, A., Vongkhamheng, C., Johnson, A., & Macdonald, D. W. (2020). Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy, 101(5), 1267-1278."
"98",0.81,"0.77-0.85","Cerdocyon thous","Galea spixii","Canidae","Caviidae","Cerdocyon","Galea",2.76770660416681,5741.66,"Medium-Large","pursuit",360.61,"Small","Omnivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"99",0.69,"0.63-0.74","Cerdocyon thous","Thrichomys apereoides","Canidae","Echimyidae","Cerdocyon","Thrichomys",2.80258303345011,5741.66,"Medium-Large","pursuit",348.25,"Small","Omnivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"100",0.53,"0.42-0.62","Cerdocyon thous","Kerodon rupestris","Canidae","Caviidae","Cerdocyon","Kerodon",1.88070849438412,5741.66,"Medium-Large","pursuit",875.5,"Small","Omnivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"101",0.68,"0.62-0.73","Cerdocyon thous","Didelphis albiventris","Canidae","Didelphidae","Cerdocyon","Didelphis",1.71773335828479,5741.66,"Medium-Large","pursuit",1030.47,"Small","Omnivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"102",0.76,"0.7-0.82","Conepatus semistriatus","Galea spixii","Mephitidae","Caviidae","Conepatus","Galea",1.4891302706048,1598.67,"Small","pursuit",360.61,"Small","Insectivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Mammalian species"
"103",0.93,"0.86-0.98","Conepatus semistriatus","Thrichomys apereoides","Mephitidae","Echimyidae","Conepatus","Thrichomys",1.5240066998881,1598.67,"Small","pursuit",348.25,"Small","Insectivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Mammalian species"
"104",0.34,"0.24-0.44","Conepatus semistriatus","Kerodon rupestris","Mephitidae","Caviidae","Conepatus","Kerodon",0.602132160822107,1598.67,"Small","pursuit",875.5,"Small","Insectivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Mammalian species"
"105",0.92,"0.85-0.97","Conepatus semistriatus","Didelphis albiventris","Mephitidae","Didelphidae","Conepatus","Didelphis",0.439157024722779,1598.67,"Small","pursuit",1030.47,"Small","Insectivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Mammalian species"
"106",0.43,"0.40-0.52","Cuon alpinus","Bubalus arnee","Canidae","Bovidae","Cuon","Bubalus",-3.96126716780975,15750,"Large","group",827250.485,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"107",0.47,"0.44-0.54","Cuon alpinus","Bos gaurus","Canidae","Bovidae","Cuon","Bos",-3.943363575827,15750,"Large","group",812571.525,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"108",0.29,"0.28-0.37","Cuon alpinus","Rusa unicolor","Canidae","Cervidae","Cuon","Rusa",-2.42225924940673,15750,"Large","group",177522.9,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"109",0.63,"0.57-0.71","Cuon alpinus","Sus scrofa","Canidae","Suidae","Cuon","Sus",-2.14843441316679,15750,"Large","group",135000,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"110",0.65,"0,42-0,81","Cuon alpinus","Muntiacus muntjak","Canidae","Cervidae","Cuon","Muntiacus",-0.111716842768789,15750,"Large","group",17611.59,"Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"111",0.1,"0.10-0.18","Cuon alpinus","Hystrix brachyura","Canidae","Hystricidae","Cuon","Hystrix",0.677398823591806,15750,"Large","group",8000,"Medium-Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"112",0.71,"0.66-0.76","Cuon alpinus","Sus scrofa","Canidae","Suidae","Cuon","Sus",-2.14843441316679,15750,"Large","group",135000,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"113",0.58,"0.54-0.63","Cuon alpinus","Bos gaurus","Canidae","Bovidae","Cuon","Bos",-3.943363575827,15750,"Large","group",812571.525,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"114",0.57,"0.52-0.62","Cuon alpinus","Rusa unicolor","Canidae","Cervidae","Cuon","Rusa",-2.42225924940673,15750,"Large","group",177522.9,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"115",0.16,"0.13-0.19","Cuon alpinus","Moschiola indica","Canidae","Tragulidae","Cuon","Moschiola",1.65822807660353,15750,"Large","group",3000,"Small-Medium","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"116",0.22,NA,"Cuon alpinus","Bos gaurus","Canidae","Bovidae","Cuon","Bos",-3.943363575827,15750,"Large","group",812571.525,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"117",0.12,NA,"Cuon alpinus","Rusa unicolor","Canidae","Cervidae","Cuon","Rusa",-2.42225924940673,15750,"Large","group",177522.9,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"118",0.05,NA,"Cuon alpinus","Tapirus indicus","Canidae","Tapiridae","Cuon","Tapirus",-2.9343633271777,15750,"Large","group",296250,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"119",0.57,NA,"Cuon alpinus","Sus scrofa","Canidae","Suidae","Cuon","Sus",-2.14843441316679,15750,"Large","group",135000,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"120",0.31,"0,10-0,57","Cuon alpinus","Sus scrofa","Canidae","Suidae","Cuon","Sus",-2.14843441316679,15750,"Large","group",135000,"Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
